level1	level2
P19624	1.1.1.262
P04977	2.5.1.1
P04978	2.5.1.1
P04979	2.5.1.1
P04981	2.5.1.1
P0A3R5	2.5.1.1
P31658	3.5.1.124
P81535	3.4.13.9
P50097	1.1.1.205
Q51742	2.1.3.3
P81536	3.2.1.8
P0ABP9	2.4.2.1
P09367	4.3.1.17
P00862	4.1.1.22
P05805	3.4.17.1
Q7M3E1	3.4.17.1
P17614	7.1.2.2
Q9NJI5	2.4.2.8
P9WGE9	1.15.1.1
P34477	6.3.2.19
P80734	1.15.1.1
Q54528	3.1.1.95
Q9XB61	6.3.3.6
P60757	2.4.2.17
O66493	4.2.3.5
Q04894	1.1.1.2
O00204	2.8.2.2
P05458	3.4.24.55
Q59401	3.5.2.6
D2WKD8	7.2.2.13
P61111	5.6.1.7
Q97PK6	2.7.4.14
P80508	1.1.1.189
Q59092	5.5.1.2
P01732	2.7.10.2
P25500	2.7.7.19
P0AEK2	1.1.1.100
P69902	2.8.3.16
Q03154	3.5.1.14
P0C1D4	7.1.1.6
P23230	7.1.1.6
P23577	7.1.1.6
P49728	7.1.1.6
P50369	7.1.1.6
Q00471	7.1.1.6
Q08362	7.1.1.6
Q42496	7.1.1.6
Q969G6	2.7.1.26
P30012	2.4.2.19
P00864	4.1.1.31
Q54468	3.2.1.52
P10297	3.2.2.22
Q00205	4.2.2.10
P53603	2.1.2.5
Q06128	4.1.3.27
Q06129	4.1.3.27
P42210	3.4.23.40
P60911	6.1.1.21
P81989	2.4.2.1
P50308	3.6.1.1
P68688	1.17.4.1
P34755	3.1.3.8
Q9ZPL5	2.5.1.48
P32179	3.1.3.7
P05122	2.7.3.2
Q16775	3.1.2.6
P00466	1.18.6.1
P09772	1.18.6.1
Q8LLW7	1.11.1.10
Q04740	3.1.26.4
P19531	3.2.1.133
P29288	3.1.3.2
P20656	3.2.2.22
P81701	1.11.1.10
P0C1A8	3.1.1.11
P12532	2.7.3.2
Q05315	3.1.1.5
P72181	1.7.2.1
P06030	7.1.1.9
P77921	7.1.1.9
P82287	3.1.1.4
P94954	3.5.4.27
P13444	2.5.1.6
P0C216	3.1.4.3
P83852	3.4.17.22
Q25756	5.2.1.8
Q99036	3.2.1.78
Q42578	1.11.1.7
Q9Z4P0	1.3.99.1
Q03506	3.2.1.21
Q99034	3.1.1.72
P9WJJ7	2.4.2.19
Q60099	3.8.1.2
Q7SIG7	2.7.7.7
P04040	1.11.1.6
D7UER0	3.4.21.36
P23368	1.1.1.38
P05982	1.6.5.2
O48917	3.13.1.1
Q844J9	2.4.2.30
Q06592	2.3.1.48
P50910	5.3.1.5
A0MMD0	2.7.11.18
P41972	6.1.1.5
P41052	4.2.2.n1
Q27709	1.13.12.5
Q9BW91	3.6.1.13
P00525	2.7.10.2
P0C0L2	1.11.1.15
P39841	5.3.1.8
P20070	1.6.2.2
P0A2Y6	4.2.3.5
P0A078	3.4.11.18
P83788	3.7.1.3
Q96CD2	4.1.1.36
Q9X5F2	1.1.1.267
Q27869	2.1.1.77
P12996	2.8.1.6
P04859	2.7.7.48
Q7BQ98	3.2.2.22
Q9FBI2	3.2.2.22
P24473	2.5.1.18
P00655	4.6.1.23
P28777	4.2.3.5
Q9GQG7	2.5.1.18
Q99ZQ5	2.3.1.8
Q06549	3.5.4.5
Q9ZGH3	4.2.1.46
P50597	2.7.7.56
P08536	2.7.7.4
Q9X592	4.2.2.2
O05156	3.4.24.7
P58717	1.1.1.262
Q99967	2.3.1.48
Q9QXF8	2.1.1.20
Q98GG1	2.5.1.1
Q8MPM3	2.2.1.1
Q9XSW6	3.4.14.5
P23457	1.1.1.50
P10282	3.1.27.3
Q9HTQ2	5.1.1.1
P36941	2.3.2.27
Q9S400	2.5.1.19
P14420	3.1.1.4
O39914	3.4.21.98
P05193	3.5.2.6
Q8L5J1	3.2.1.78
Q06418	2.7.1.112
P0CO22	4.2.1.19
P9WIC9	5.4.2.1
P28506	3.4.21.5
Q9WVT6	4.2.1.1
P0A9J6	2.7.1.15
Q9I2Y2	3.1.3.3
Q57329	4.2.1.45
P24476	3.2.2.22
P47712	3.1.1.4
P11986	5.5.1.4
P00653	3.1.27.3
P27124	5.2.1.8
P06857	3.1.1.3
Q51366	4.2.1.47
P20646	3.1.3.2
Q43843	5.1.3.1
Q8I372	3.5.1.88
P28021	2.7.1.37
Q9V011	6.1.1.10
P22939	2.5.1.10
P00684	4.6.1.18
P09186	1.13.11.58
Q62696	2.7.11.1
P0C1A7	4.2.2.2
P49763	2.7.10.1
Q9RHA2	4.1.2.13
P07511	2.1.2.1
P40288	1.1.1.47
P84141	4.2.2.5
P9WI79	2.7.11.1
Q01574	6.2.1.1
Q9M5P4	3.1.1.29
Q07982	1.1.99.28
P83787	1.11.1.5
P06750	3.2.2.22
P0A3F3	2.4.1.21
Q9I7A8	3.5.1.88
P37672	1.1.1.130
P56839	5.4.2.9
Q8RLY5	2.4.2.6
O35987	3.6.4.6
P21631	2.1.1.107
Q9HHB6	2.7.1.6
O31851	1.15.1.1
P08476	2.7.11.30
O64903	2.7.4.6
P01556	2.4.2.36
P26811	2.7.7.7
P43155	2.3.1.7
P28583	2.7.11.1
Q93CA2	3.5.2.6
P84135	3.2.1.86
P0A731	4.2.3.3
P49121	3.1.1.4
P23793	3.5.3.6
O52942	1.4.1.1
O33818	1.3.7.9
O33819	1.3.7.9
O33820	1.3.7.9
Q8KN66	5.1.3.7
P22195	1.11.1.7
Q24570	2.3.2.27
Q64105	1.1.1.153
O24164	1.3.3.4
P06134	2.1.1.63
Q6GII7	4.2.1.10
P25335	3.5.3.4
P42126	5.3.3.8
P07547	4.2.3.4
P00756	3.4.21.35
P00757	3.4.21.35
P01139	3.4.21.35
P28693	2.7.10.1
P9WHP7	3.5.1.2
Q9BHT8	3.1.3.1
O08543	2.7.10.1
Q834P5	1.11.1.6
P08692	1.20.4.1
G3XCZ8	1.14.14.18
O00092	3.1.3.8
P39042	3.4.16.4
P07677	7.1.2.2
P09219	7.1.2.2
P0AGC3	4.2.2.n1
Q9M4D2	1.18.1.2
P19446	1.1.1.37
P18958	3.4.24.40
P00796	3.4.23.15
P01015	3.4.23.15
Q72L95	2.7.7.6
Q60364	4.1.99.12
Q96C23	5.1.3.3
Q13370	3.1.4.17
O67621	6.3.3.2
P22418	3.1.3.11
P06870	3.4.21.35
Q18946	1.1.1.47
Q9PM41	4.2.3.5
P0A6I3	2.7.1.33
P36929	2.1.1.176
P07505	1.15.1.1
P07268	3.4.24.40
Q93EK7	2.4.1.44
P29599	3.4.21.62
P04080	3.4.22.2
P08870	2.4.2.10
Q40313	2.1.1.104
O51396	5.6.2.2
E9AC39	4.1.2.5
Q9VYX7	3.4.17.13
Q9C168	1.11.1.6
P0A6V9	2.7.1.2
P56649	1.2.1.12
Q93TU6	3.7.1.18
P77243	4.2.1.79
P22256	2.6.1.19
Q57261	5.4.99.27
Q8EBR3	4.6.1.12
Q92456	3.2.1.22
P42861	5.3.1.9
P32738	2.3.1.6
P07195	1.1.1.27
P05412	2.3.1.48
P01161	4.6.1.2
O06986	4.1.1.18
P00968	6.3.5.5
P0A6F1	6.3.5.5
P45111	5.3.4.1
P0A9D4	2.3.1.30
Q55793	2.8.1.7
Q8GY31	3.1.3.48
P72222	1.3.99.17
P72223	1.3.99.17
P72224	1.3.99.17
Q53586	1.13.11.27
P0A9Q9	1.2.1.11
Q06904	2.7.13.3
P63462	3.1.4.14
Q8AXI4	3.2.1.17
P50851	1.14.14.94
O67053	2.7.7.50
Q9Y663	2.8.2.30
P0AE12	3.2.2.4
P42412	1.2.1.27
Q9X013	5.3.1.23
Q00177	3.2.1.8
O13702	1.1.1.6
P01058	3.4.21.4
P44801	1.2.1.11
P63319	2.7.11.13
Q06684	3.4.21.5
P41903	3.1.2.2
P28505	3.4.21.5
Q6SLM2	3.1.1.4
P04968	4.3.1.19
Q6STF1	1.4.3.2
Q8L5C6	3.2.1.8
P77247	3.1.3.18
P30085	2.7.4.14
P05327	4.1.99.3
P19134	3.3.2.10
P00998	3.4.21.4
P00787	3.4.22.1
P22394	3.1.1.3
P79066	3.1.1.3
P26631	3.4.21.5
P61870	3.1.1.3
O32726	2.7.11.1
O32727	2.7.11.1
P07953	3.1.3.46
P00471	2.1.1.45
P11447	4.3.2.1
P42390	4.1.2.8
P24058	4.3.2.1
O34508	5.1.1.20
P11387	5.6.2.1
P56276	2.7.11.18
Q8YFD6	5.1.1.4
O87948	1.6.6.9
P01087	3.2.1.1
Q5PXQ6	1.13.11.37
Q01137	1.15.1.1
P57098	2.7.1.31
P56409	3.4.21.5
Q79FX6	2.1.1.79
Q06174	3.1.1.1
P74061	5.1.3.1
P0A9P4	1.8.1.9
P0A858	5.3.1.1
P23254	2.2.1.1
O28362	3.1.26.5
P21734	2.3.2.23
P46427	2.5.1.18
P06789	3.6.4.12
P06790	3.6.4.12
O30642	2.1.1.248
P22868	1.14.13.25
P31116	1.1.1.3
P0A435	2.7.1.69
O86099	3.2.1.4
Q5RTL1	3.4.23.16
Q58497	4.1.1.20
P12049	6.3.5.3
Q8U438	3.6.1.1
P12940	3.4.21.4
O29390	1.1.1.94
P11353	1.3.3.3
Q9FD87	2.3.3.10
Q04299	3.1.3.84
O31617	2.8.1.10
Q8ZKR2	2.7.1.4
O66937	2.4.1.25
Q82ZC9	4.2.1.8
P17105	2.7.1.127
Q00740	3.5.99.7
P14091	3.4.23.34
P21888	6.1.1.16
P30074	2.3.1.74
P24057	4.3.2.1
O50008	2.1.1.14
P13029	1.11.1.21
Q04089	2.1.1.354
Q13423	7.1.1.1
P75430	6.3.3.2
P09792	2.5.1.18
P07327	1.1.1.1
P00326	1.1.1.1
Q6SLM1	3.1.1.4
Q70AC7	2.1.3.1
P77454	3.5.1.2
P0AFL6	3.6.1.11
Q9D967	3.1.3.48
P0ABQ0	6.3.2.5
O06739	4.4.1.19
P55792	5.3.3.3
P39207	2.7.4.6
P54716	3.2.1.122
Q58761	2.7.6.1
Q9V2Z6	2.7.1.2
P00691	3.2.1.1
Q9RB42	4.2.2.11
Q5SJI0	2.8.1.1
Q9FXT4	3.2.1.22
O59351	3.1.26.4
Q7SIA0	2.7.4.7
Q5SJ28	4.1.2.4
Q7SI99	2.3.1.41
P08836	2.5.1.10
P58162	1.8.1.8
P68108	3.4.21.5
Q93I48	3.2.1.1
O59570	3.6.1.1
O67069	2.7.7.56
P35546	2.7.10.1
P97465	2.7.10.1
P83700	2.7.1.148
P19665	1.15.1.1
P60327	3.5.1.77
O15056	3.1.3.36
P56065	4.1.1.11
P36906	3.2.1.37
Q5SKC5	3.2.2.27
Q84FH6	5.4.99.5
P83702	4.2.1.17
Q72J47	5.3.1.6
Q9UJY5	3.4.23.46
P83703	4.2.3.4
Q56062	4.1.3.30
Q72JJ3	1.3.99.3
P15700	2.7.4.14
Q53122	1.14.12.18
Q53123	1.14.12.18
P14090	3.2.1.4
Q5SKS6	3.6.1.7
Q5SK98	1.1.1.100
Q9LBQ9	3.2.1.70
O67483	6.4.1.1
P56122	4.2.3.5
P00387	1.6.2.2
O09171	2.1.1.5
Q8GZD5	2.4.1.207
P45510	2.7.1.29
Q9M7R2	1.15.1.1
P21332	3.2.1.10
Q9X108	3.2.1.86
Q26998	2.4.2.9
Q01770	1.7.99.1
P43877	4.2.1.10
P31142	2.8.1.2
Q9VF36	3.6.1.7
P23589	4.2.1.1
G0L322	3.2.1.81
Q59675	3.2.1.8
P32884	3.2.1.18
Q9X0D2	2.4.2.17
Q9X0D3	2.4.2.17
Q6RSN8	3.2.1.4
P70218	2.7.1.37
P23065	2.7.7.48
P0A110	1.14.12.12
P0A112	1.14.12.12
Q9HXB1	3.2.1.17
P94522	
P06564	3.2.1.4
P14384	3.4.17.12
P19079	3.5.4.5
O57693	1.2.1.90
O52780	3.2.1.8
Q8GJ44	3.2.1.8
Q43832	4.1.1.39
P04716	4.1.1.39
P08475	4.1.1.39
P9WH71	1.17.4.1
Q41290	3.2.1.21
P49235	3.2.1.182
P84147	3.1.4.4
Q6H9H7	1.10.3.2
Q53W83	2.7.1.45
Q5SKN9	6.2.1.3
Q9BHB0	2.5.1.18
Q75WK2	2.6.1.15
Q5SM16	2.1.1.34
Q6WJ03	3.2.1.18
P05618	2.4.1.19
P43522	3.5.1.88
Q5SKH7	2.7.7.4
F9VN03	2.4.2.28
O58307	6.1.1.7
P83824	5.1.3.14
Q9AGH8	3.5.1.81
P09624	1.8.1.4
Q7M4T6	3.4.21.62
Q03141	2.7.11.1
O58888	2.1.2.10
P83825	5.3.1.24
Q9W7K5	1.1.1.27
P09403	2.7.2.3
Q59IT3	4.1.2.26
P83823	4.2.3.1
O59393	4.2.1.33
Q76IQ9	2.4.1.280
Q9P2W7	2.4.1.135
P50250	3.3.1.1
Q5SHF5	6.3.2.1
P83827	2.4.2.18
Q84CU3	3.6.1.13
Q9RA47	1.5.1.20
Q5SI93	1.8.1.9
P83848	5.4.99.61
P23540	4.6.1.19
Q9Y8I4	1.4.1.2
O59028	1.1.1.37
Q9ZHI0	6.5.1.2
Q72J35	2.4.2.9
Q9ZP54	2.4.2.30
Q5SKH6	2.1.1.107
P38158	3.2.1.20
P0AFL3	5.2.1.8
P51972	3.1.1.4
P00934	4.2.3.1
Q972K9	2.1.1.77
P11155	2.7.9.1
Q9GV41	1.1.1.188
Q9AJM4	4.2.2.2
Q9WXS5	3.2.1.8
P84125	1.2.1.12
P84126	4.1.1.48
P68698	5.6.2.1
Q75UV1	3.6.1.61
Q746I8	5.3.3.2
Q5SHW7	2.4.2.7
P03474	3.2.1.18
Q5SIA8	6.3.4.2
Q8ZXK7	4.1.2.4
Q9SSV1	4.6.1.19
Q53W25	3.1.4.46
Q39243	1.8.1.9
P84127	4.2.1.2
P57080	3.1.2.15
P14832	5.2.1.8
Q53WA2	2.1.1.107
P62381	2.4.2.17
Q5SLL4	4.3.1.19
P26697	2.5.1.18
O35744	3.2.1.52
P01635	3.2.1.17
P01820	3.2.1.17
O58104	3.2.1.21
O66728	2.7.7.19
Q65YW7	5.1.1.1
O57823	3.1.4.58
Q96ZM7	2.3.3.1
Q974S5	2.3.3.1
P27828	5.1.3.14
Q5F829	2.7.7.60
Q9X022	1.1.1.1
O29866	2.1.1.98
P44627	2.1.1.193
P0A6D5	1.1.1.282
P77150	2.7.1.35
Q0PBC3	2.7.1.71
P45124	4.2.1.70
P81458	3.1.1.4
Q93K97	3.6.1.13
Q58487	2.7.1.36
P42404	5.3.1.27
P02873	3.2.1.1
P56634	3.2.1.1
P29745	3.4.11.14
Q9WYR7	1.1.1.1
Q61315	3.1.3.48
Q7SIB7	2.7.2.3
Q9RRU8	4.4.1.21
Q8YY48	2.6.1.44
Q9X264	3.1.3.41
P06278	3.2.1.1
Q9WZL1	3.2.1.139
Q9X274	3.2.1.4
Q9WYY1	3.2.2.27
Q9X1V5	1.11.1.15
Q9X2A2	1.2.1.38
Q9X0X7	6.3.4.13
Q9X0N8	3.1.1.31
Q9X2A1	6.3.4.5
Q9WYS2	1.1.1.69
Q9WZ26	1.1.1.85
Q9WZK0	2.7.7.3
O28608	1.4.1.1
P39683	6.3.4.21
P54885	1.2.1.41
P96108	2.1.3.3
Q9X1K8	1.17.1.8
Q9X055	2.7.1.15
Q91YN5	2.7.7.23
Q9X0R7	4.2.3.3
P77218	2.3.1.8
Q9X1T2	2.4.2.1
P28147	2.3.1.48
Q9X0A2	1.1.1.274
Q7VV85	3.1.11.6
Q9X1B3	2.7.7.60
Q9WYA0	2.7.7.7
Q9WYD1	2.2.1.2
Q9WYV8	2.1.1.297
P16006	3.5.4.12
Q9WYG7	4.1.1.23
Q8YXQ9	2.4.2.18
A0A0H2UQ30	6.3.1.20
Q97E82	3.1.3.71
Q9X168	1.1.1.205
Q9WZH5	6.4.1.2
P04414	2.7.3.2
Q84AF2	3.1.21.4
P54583	3.2.1.4
Q9YEJ7	2.5.1.54
O92956	2.7.7.49
B4FK49	2.7.4.6
P63005	3.1.1.47
P22363	2.7.7.48
Q9Y215	3.1.1.7
O65202	1.3.3.6
Q8NKN9	5.3.1.1
P45796	3.2.1.55
Q43998	2.4.1.10
Q54276	3.2.1.14
P10970	5.2.1.8
P10971	5.2.1.8
P10972	5.2.1.8
P12732	5.2.1.8
P12733	5.2.1.8
P12734	5.2.1.8
P12735	5.2.1.8
P12736	5.2.1.8
P12737	5.2.1.8
P12743	5.2.1.8
P14116	5.2.1.8
P14119	5.2.1.8
P14121	5.2.1.8
P14123	5.2.1.8
P14124	5.2.1.8
P14135	5.2.1.8
P15825	5.2.1.8
P18138	5.2.1.8
P20276	5.2.1.8
P20279	5.2.1.8
P22450	5.2.1.8
P22452	5.2.1.8
P29198	5.2.1.8
P32410	5.2.1.8
P32411	5.2.1.8
P60617	5.2.1.8
P60618	5.2.1.8
P60619	5.2.1.8
Q9F3S9	7.1.1.9
O33833	3.2.1.26
Q8NJY3	3.2.1.4
Q06489	5.3.1.23
Q0P8G4	3.6.1.23
Q43077	1.4.3.21
Q8ZUR6	2.3.1.12
P22892	1.13.11.81
P35585	1.13.11.81
P52303	1.13.11.81
P61967	1.13.11.81
O86309	2.3.1.5
P48449	5.4.99.7
P14775	1.1.2.7
P16027	1.1.2.7
Q97QS2	4.2.1.11
P9WHW3	5.2.1.8
Q9SP13	2.7.4.6
Q16698	1.3.1.34
P31101	1.7.99.1
P22575	2.7.10.2
P80857	1.15.1.1
P82186	3.2.1.4
Q95X01	3.2.1.147
P0C1U8	3.4.21.19
Q5SKH2	4.2.1.75
Q9YDI2	2.1.1.98
P10538	3.2.1.2
P72849	1.14.14.18
P17802	3.2.2.31
Q9JMA1	3.1.2.15
Q9D1P2	2.3.1.48
Q9UPQ7	2.3.2.27
P00743	3.4.21.6
Q8K1R3	2.7.7.8
Q8L6Y1	3.4.19.12
Q9CYR6	5.4.2.3
P96142	6.1.1.9
Q5SLV5	2.7.4.6
O34598	3.5.4.3
P17576	3.4.23.29
Q4W8M3	3.2.1.78
Q9BWD1	2.3.1.9
Q9N0F3	6.1.1.11
Q9NPB6	2.7.11.13
Q0D840	1.8.4.8
P77674	1.2.1.19
O57797	3.5.1.1
P20165	3.4.24.53
P56690	6.1.1.5
Q5SHD6	4.2.3.3
Q9RZ04	3.5.3.11
P09543	3.1.4.37
Q7WT42	2.7.1.63
Q9WY54	2.1.2.10
P74133	1.14.14.18
Q8TZH8	3.6.1.3
P22288	3.5.4.16
P70552	3.5.4.16
P95765	3.6.1.1
P50455	1.1.1.85
P14306	3.4.16.5
O58651	5.4.2.8
Q8CFI0	2.3.2.26
O50129	3.1.3.18
Q8DQ62	3.1.4.38
Q973C7	2.1.1.63
Q819U0	3.5.1.88
P48728	2.1.2.10
Q9YAQ8	2.4.2.28
Q9RPJ3	3.1.21.4
Q9HLX5	6.1.1.21
P15043	3.6.4.12
Q5SH52	3.5.4.16
P0AFI7	1.4.3.5
Q8Z5I4	2.7.7.33
P09787	1.17.9.1
P09788	1.17.9.1
P26397	4.2.1.45
O50095	1.1.1.95
Q5SJE8	2.2.1.2
Q7SIC7	2.4.2.21
P18843	6.3.1.5
P16608	4.2.1.20
O58885	3.4.13.9
Q5SKW7	1.4.4.2
Q5SKW8	1.4.4.2
O58698	6.1.1.4
Q5SLS5	4.2.1.17
Q8GPL8	3.2.1.1
P71119	1.14.14.18
Q5SJQ0	5.3.3.10
P37696	3.2.1.4
Q53W84	1.1.1.27
Q8KGE0	2.1.1.333
Q06801	2.4.1.25
Q5SJM3	2.4.2.19
P16609	4.2.1.20
Q63767	2.7.10.2
O32449	3.4.11.5
O58231	2.7.1.31
Q03963	2.7.11.1
O57980	6.1.1.22
Q60750	2.7.1.112
Q06320	3.5.1.28
P62554	5.6.2.2
P16293	3.4.21.22
Q88H32	4.3.1.12
Q9F5K6	2.1.1.208
Q5L084	4.2.1.49
P0A715	2.5.1.55
Q9X278	2.7.2.7
P23561	2.7.11.25
Q51669	4.4.1.22
Q6GGU4	4.2.3.4
P26514	3.2.1.8
P39304	4.1.1.85
Q700S9	3.2.1.23
P0A877	4.2.1.20
P10868	2.1.1.2
P39646	2.3.1.8
P05062	4.1.2.13
P0A7B1	2.7.4.1
Q99075	2.4.2.36
Q81T09	2.4.2.1
Q02323	2.3.1.146
P69908	4.1.1.15
P09972	4.1.2.13
Q9KSQ2	3.5.3.8
P14280	3.1.1.11
P83326	3.1.1.11
P77541	4.1.3.30
O08912	2.4.1.41
Q19774	1.1.1.236
Q8U192	2.5.1.3
P49951	3.1.3.48
Q8ID43	2.7.4.6
P80561	3.4.11.24
Q37875	3.2.1.17
Q9YE81	1.1.1.42
A0A348A860	4.3.3.7
Q2RSB4	7.1.1.1
O31618	2.8.1.10
Q9DC50	2.3.1.137
Q56408	7.1.1.9
Q2YKV1	2.5.1.78
P48793	3.2.1.8
O25096	6.3.1.5
Q8J1V6	3.2.1.8
Q9X4K7	6.4.1.3
Q8W5Y8	3.5.1.28
Q81LV1	3.1.21.2
Q8DQ99	3.4.16.4
P0AA39	5.4.99.24
A0A0H3K1U2	2.3.3.10
Q9HIC5	2.7.7.6
Q4DPB9	5.2.1.8
Q8ZWY4	2.7.4.6
P12916	2.7.7.48
P0A817	2.5.1.6
Q81JK8	1.15.1.1
P96084	3.4.11.5
E3PRJ4	5.4.3.3
E3PRJ5	5.4.3.3
Q46938	5.3.1.17
P0ACH5	2.7.7.6
P11157	1.17.4.1
P15107	1.15.1.1
P77731	3.5.1.116
P63487	3.5.1.116
Q9N1E2	5.3.1.9
Q13838	3.6.4.13
Q9ERE3	2.7.11.1
Q980V1	3.1.1.29
Q12189	5.3.1.6
Q81LW0	1.15.1.1
A0A0H3JS15	4.1.1.5
P76329	3.1.3.70
P31572	2.8.3.21
P33110	4.3.2.1
P23965	5.3.3.8
Q97F65	2.7.1.21
Q9I834	3.1.1.4
P36218	3.2.1.8
P14768	3.2.1.8
P10478	3.2.1.8
Q9SE00	3.1.3.2
O83795	1.15.1.2
P65517	5.1.3.9
Q9SCY2	5.2.1.8
C6KTB6	4.2.3.12
P9WG35	1.11.1.15
P11544	4.3.1.25
P9WHV7	2.7.1.23
Q40059	3.4.21.62
P24605	3.1.1.4
O59088	1.5.5.2
O59089	1.5.5.2
Q9FA38	4.2.1.147
Q93LE9	3.5.1.88
A3DCA4	1.1.1.27
Q96LR5	6.3.2.19
Q5G290	3.1.1.4
Q5G291	3.1.1.4
P24171	3.4.15.5
P63788	3.4.21.92
Q81EE4	3.1.2.20
Q9BQ50	3.1.11.2
Q96TU3	3.2.1.80
P04519	2.4.1.26
P23542	2.6.1.1
P00446	1.15.1.1
P14080	3.4.22.6
Q8NBQ5	1.1.1.62
Q8ZR83	1.1.1.60
Q08257	1.6.5.5
Q8UIS9	6.3.4.21
O07732	4.6.1.1
Q12634	1.1.1.252
Q8U098	5.4.99.5
O43707	1.14.15.30
Q8YEF2	4.1.3.4
P63249	2.7.11.11
P09394	3.1.4.46
O05111	1.14.18.3
Q6ITZ3	3.2.2.22
P16455	2.1.1.63
P11405	3.1.21.4
P04392	2.1.1.72
P08417	4.2.1.2
P18052	3.1.3.48
P53757	5.1.3.3
Q05652	2.7.11.1
P03077	3.1.3.48
P82197	2.7.1.35
Q8WS26	2.5.1.10
Q840G9	3.2.1.52
Q97DM1	3.2.1.37
P94489	3.2.1.37
Q9HW26	6.3.4.21
Q21774	4.3.2.2
Q8I5P5	1.1.1.8
P94182	4.6.1.1
P38038	1.8.1.2
P80357	2.3.1.109
A6VKV4	4.1.1.49
Q840M4	3.5.2.6
P05373	4.2.1.24
Q939N4	3.5.2.6
P24656	3.1.3.33
O43097	3.2.1.8
P76216	3.5.3.23
P23509	2.7.7.27
Q93698	2.5.1.18
Q8KRF6	3.2.1.23
Q94G59	1.1.1.195
Q9ZNM8	3.4.21.26
P45563	2.4.2.1
Q9RYU4	1.6.5.2
Q5VVX9	6.3.2.19
Q57658	1.2.1.11
P00729	3.4.16.5
P54955	3.5.1.14
P9WGK7	2.7.13.3
P09155	3.1.26.3
Q9X255	2.7.1.23
Q9I0N4	2.8.1.1
P05896	3.4.23.16
P21236	2.1.1.48
Q9HX21	2.7.7.18
Q01292	1.1.1.86
Q81G00	3.6.1.31
O09460	4.1.1.49
Q59KZ2	5.2.1.8
Q838L9	5.3.1.17
P54378	2.1.2.10
Q9EWK0	3.6.1.31
Q6T179	3.1.1.4
Q9BY49	1.3.1.8
Q9I5U4	1.1.1.262
P65522	5.1.3.9
P03211	3.4.19.12
Q5SJR1	5.3.1.1
P08546	2.7.7.7
P16790	2.7.7.7
Q9H1R2	3.1.3.48
P67506	2.1.1.33
O05935	1.14.13.61
O30297	2.7.1.23
P15927	3.2.2.27
Q9SLV5	2.3.1.95
P50226	2.8.2.1
Q9XYQ1	2.7.1.134
P35129	6.3.2.19
Q8Q0M2	4.2.1.70
P52478	2.3.2.23
P54550	1.6.99.1
Q9X0L2	1.16.3.2
O93077	2.7.7.48
P53150	6.5.1.1
Q08387	6.5.1.1
P0AA86	1.8.1.8
Q12884	3.4.21.26
Q46FV4	1.5.98.2
Q8I2M1	2.7.4.8
A0A0H2UP67	3.5.99.2
Q7RT90	2.6.1.13
Q02129	2.4.2.17
Q02147	2.4.2.17
Q7RSH5	5.2.1.8
A0A0F6AK91	1.1.1.8
Q9JAU9	3.4.23.16
P11217	2.4.1.1
Q00441	1.14.15.35
P08292	3.4.22.29
O74237	1.1.1.307
Q59452	1.15.1.1
P9WNC5	4.1.2.25
P9WNZ5	1.14.19.2
P43188	2.7.4.3
O30245	2.7.11.1
Q48434	3.5.2.6
Q9UIJ7	2.7.4.10
Q5KZ26	1.5.1.3
O28262	1.1.1.35
Q8GR61	1.1.1.9
P0C0H6	1.1.1.205
Q05754	1.14.17.1
Q29U70	2.1.1.46
P11998	2.5.1.78
P9WJ03	1.8.7.1
O67577	2.1.1.34
Q84EX5	1.1.1.2
Q13356	5.2.1.8
P60340	5.4.99.25
P90976	2.7.11.1
Q09596	2.5.1.18
Q8AXY1	3.1.1.4
P15086	3.4.17.2
P0A799	2.7.2.3
P13198	2.3.2.27
P9WKE9	2.7.4.8
P56876	1.11.1.15
Q9X0N2	1.1.1.42
Q8DQ16	3.2.2.16
P23342	1.5.3.1
Q8NXE2	2.3.1.41
Q7ZCL6	3.4.23.16
O26347	3.5.4.19
P48307	3.4.21.4
O14792	2.8.2.23
Q53464	3.8.1.2
P0CY47	7.1.1.8
P0CY48	7.1.1.8
P0CY49	7.1.1.8
Q13232	2.7.4.6
Q9UHY7	3.1.3.77
O32583	2.7.7.73
P30138	2.7.7.73
Q87WW0	2.7.7.4
Q87WW1	2.7.7.4
Q8WVN8	6.3.2.19
P94556	5.1.1.3
Q9LS03	5.3.99.6
P47096	1.13.11.6
Q9RLV9	3.1.4.12
P19919	1.2.5.3
P19920	1.2.5.3
P19921	1.2.5.3
Q52NH3	3.4.24.83
P80019	2.7.1.11
Q9EB08	3.4.21.19
P49723	1.17.4.1
Q9UUN9	1.1.1.2
Q5SLL6	5.3.1.9
Q9K082	2.7.1.69
P34217	2.7.12.1
P9WH03	3.1.26.3
O95050	2.1.1.49
P20459	2.7.11.1
P17855	3.4.21.5
P13804	1.3.8.7
P38117	1.3.8.7
O14832	1.14.11.18
Q81JJ9	1.7.1.7
Q9HB71	2.3.2.27
Q01415	2.7.1.157
P9WIJ1	1.4.3.5
P56680	3.2.1.4
P0DMM9	2.8.2.1
Q9Y6W5	3.1.21.1
O43516	3.1.21.1
P02671	3.4.21.5
P02675	3.4.21.5
Q7RMC9	4.1.2.4
Q9RVD6	6.1.1.2
Q47764	2.3.1.82
P40553	1.11.1.15
Q9UUB1	2.5.1.78
P01555	2.4.2.36
Q9XBQ8	5.4.3.2
Q9I509	1.6.5.2
